center,left,left_URL,left1,left_URL2,left3,left_URL4,left5,right,right6,right7,right8,right9,right10,right11,right12,right13
1,Andrew Wiggins (college),https://www.basketball-reference.com/players/w/wiggian01.html,Andrew Wiggins,https://www.sports-reference.com/cbb/players/andrew-wiggins-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2015,2020,15.0,1,1,1,1,1,1
2,Julius Randle (college),https://www.basketball-reference.com/players/r/randlju01.html,Julius Randle,https://www.sports-reference.com/cbb/players/julius-randle-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2015,2020,20.5,3,3,2,2,5,2
3,Jabari Parker (college),https://www.basketball-reference.com/players/p/parkeja01.html,Jabari Parker,https://www.sports-reference.com/cbb/players/jabari-parker-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2015,2020,13.2,2,2,3,4,2,6
4,Aaron Gordon (college),https://www.basketball-reference.com/players/g/gordoaa01.html,Aaron Gordon,https://www.sports-reference.com/cbb/players/aaron-gordon-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,2015,2020,21.7,4,4,4,3,6,4
5,Andrew Harrison (college),https://www.basketball-reference.com/players/h/harrian01.html,Andrew Harrison,https://www.sports-reference.com/cbb/players/andrew-harrison-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2017,2019,3.2,5,5,5,5,4,3
6,Aaron Harrison (college),https://www.basketball-reference.com/players/h/harriaa01.html,Aaron Harrison,https://www.sports-reference.com/cbb/players/aaron-harrison-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2016,2018,-0.1,6,9,6,7,3,5
7,Chris Walker (college),https://www.basketball-reference.com/players/w/walkech02.html,Chris Walker,https://www.sports-reference.com/cbb/players/chris-walker-6.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,,,,11,12,8,6,10,7
8,Noah Vonleh (college),https://www.basketball-reference.com/players/v/vonleno01.html,Noah Vonleh,https://www.sports-reference.com/cbb/players/noah-vonleh-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=indiana,Indiana,2015,2020,9.3,7,13,7,8,8,15
9,James Young (college),https://www.basketball-reference.com/players/y/youngja01.html,James Young,https://www.sports-reference.com/cbb/players/james-young-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2015,2018,0.8,8,8,11,11,11,10
T9,Dakari Johnson (college),https://www.basketball-reference.com/players/j/johnsda04.html,Dakari Johnson,https://www.sports-reference.com/cbb/players/dakari-johnson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2018,2018,0.6,9,7,17,9,9,8
11,Kasey Hill (college),https://www.sports-reference.com/cbb/players/kasey-hill-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,,,,10,10,9,10,12,9
12,Jarell Martin (college),https://www.basketball-reference.com/players/m/martija01.html,Jarell Martin,https://www.sports-reference.com/cbb/players/jarell-martin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,2016,2019,3.2,12,11,14,13,13,11
13,Wayne Selden (college),https://www.basketball-reference.com/players/s/seldewa01.html,Wayne Selden,https://www.sports-reference.com/cbb/players/wayne-selden-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2017,2019,0.1,13,14,12,12,15,12
14,Isaiah Hicks (college),https://www.basketball-reference.com/players/h/hicksis01.html,Isaiah Hicks,https://www.sports-reference.com/cbb/players/isaiah-hicks-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,2018,2019,0.1,18,18,18,16,17,19
T14,Bobby Portis (college),https://www.basketball-reference.com/players/p/portibo01.html,Bobby Portis,https://www.sports-reference.com/cbb/players/bobby-portis-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arkansas,Arkansas,2016,2020,10.8,16,16,16,15,18,25
16,Joel Embiid (college),https://www.basketball-reference.com/players/e/embiijo01.html,Joel Embiid,https://www.sports-reference.com/cbb/players/joel-embiid-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2017,2020,22.8,15,6,23,25,28,13
T16,Rondae Hollis-Jefferson (college),https://www.basketball-reference.com/players/h/holliro01.html,Rondae Hollis-Jefferson,https://www.sports-reference.com/cbb/players/rondae-hollis-jefferson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,2016,2020,12.5,14,21,10,21,26,18
18,Marcus Lee (college),https://www.basketball-reference.com/players/l/leema02.html,Marcus Lee,https://www.sports-reference.com/cbb/players/marcus-lee-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,,,,21,25,24,19,19,14
19,Isaac Hamilton (college),https://www.basketball-reference.com/players/h/hamilis01.html,Isaac Hamilton,https://www.sports-reference.com/cbb/players/isaac-hamilton-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,,,,23,32,31,14,7,16
RSCI,,,,,,,,,,,,,,,,
20,Austin Nichols (college),https://www.sports-reference.com/cbb/players/austin-nichols-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=virginia,Virginia,,,,32,15,36,17,16,29
T20,Jabari Bird (college),https://www.basketball-reference.com/players/b/birdja01.html,Jabari Bird,https://www.sports-reference.com/cbb/players/jabari-bird-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=california,California,2018,2018,0.2,17,23,13,32,32,28
22,Robert Hubbs (college),https://www.sports-reference.com/cbb/players/robert-hubbs-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,31,29,20,23,24,21
23,Tyler Ennis (college),https://www.basketball-reference.com/players/e/ennisty01.html,Tyler Ennis,https://www.sports-reference.com/cbb/players/tyler-ennis-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,2015,2018,1.3,29,20,22,22,21,37
24,Anthony 'Cat' Barber (college),https://www.basketball-reference.com/players/b/barbeca01.html,Anthony 'Cat' Barber,https://www.sports-reference.com/cbb/players/anthony-cat-barber-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,,,,20,26,21,27,23,40
25,Jermaine Lawrence (college),https://www.sports-reference.com/cbb/players/jermaine-lawrence-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=manhattan,Manhattan College,,,,24,35,19,26,31,24
26,Rysheed Jordan (college),https://www.sports-reference.com/cbb/players/rysheed-jordan-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stjohns,St. John's,,,,22,17,45,20,22,52
27,Keith Frazier (college),https://www.sports-reference.com/cbb/players/keith-frazier-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=smethodist,SMU,,,,36,49,33,18,20,26
T27,Nigel Williams-Goss (college),https://www.basketball-reference.com/players/w/willini01.html,Nigel Williams-Goss,https://www.sports-reference.com/cbb/players/nigel-williams-goss-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,2020,2020,0.0,19,19,50,33,27,34
29,Zak Irvin (college),https://www.sports-reference.com/cbb/players/zak-irvin-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michigan,Michigan,,,,44,22,51,24,14,35
30,Kuran Iverson (college),https://www.sports-reference.com/cbb/players/kuran-iverson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=rhodeisle,Rhode Island,,,,27,33,53,28,25,32
T30,JaJuan Johnson (college),https://www.sports-reference.com/cbb/players/jajuan-johnson-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,,,,25,27,32,35,37,42
32,Semi Ojeleye (college),https://www.basketball-reference.com/players/o/ojelese01.html,Semi Ojeleye,https://www.sports-reference.com/cbb/players/semi-ojeleye-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=smethodist,SMU,2018,2020,3.7,38,40,26,31,42,23
33,Demetrius Jackson (college),https://www.basketball-reference.com/players/j/jacksde01.html,Demetrius Jackson,https://www.sports-reference.com/cbb/players/demetrius-jackson-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=notredame,Notre Dame,2017,2019,0.2,26,24,29,38,36,49
34,Matt Jones (college),https://www.basketball-reference.com/players/j/jonesma04.html,Matt Jones,https://www.sports-reference.com/cbb/players/matt-jones-3.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,,,,30,36,25,36,30,50
T34,Sindarius Thornwell (college),https://www.basketball-reference.com/players/t/thornsi01.html,Sindarius Thornwell,https://www.sports-reference.com/cbb/players/sindarius-thornwell-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=scarolina,South Carolina,2018,2020,1.1,33,41,30,43,38,22
36,Brannen Greene (college),https://www.sports-reference.com/cbb/players/brannen-greene-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,,,,42,47,41,29,34,27
37,Tyler Roberson (college),https://www.sports-reference.com/cbb/players/tyler-roberson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,28,31,55,39,35,39
38,Jordan Mickey (college),https://www.basketball-reference.com/players/m/mickejo01.html,Jordan Mickey,https://www.sports-reference.com/cbb/players/jordan-mickey-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,2016,2018,0.5,41,38,37,41,47,31
39,Eric Mika (college),https://www.basketball-reference.com/players/m/mikaer01.html,Eric Mika,https://www.sports-reference.com/cbb/players/eric-mika-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=byu,BYU,2020,2020,0.1,37,28,38,49,52,33
RSCI,,,,,,,,,,,,,,,,
40,Nick King (college),https://www.basketball-reference.com/players/k/kingni01.html,Nick King,https://www.sports-reference.com/cbb/players/nick-king-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=alabama,Alabama,,,,34,37,28,46,55,55
T40,Conner Frankamp (college),https://www.sports-reference.com/cbb/players/conner-frankamp-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=wichitast,Wichita State,,,,53,46,46,34,33,43
42,Johnathan Williams (college),https://www.basketball-reference.com/players/w/willijo04.html,Johnathan Williams,https://www.sports-reference.com/cbb/players/johnathan-williams-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,2019,2020,1.5,35,54,34,42,43,48
43,Xavier Rathan-Mayes (college),https://www.basketball-reference.com/players/r/rathaxa01.html,Xavier Rathan-Mayes,https://www.sports-reference.com/cbb/players/xavier-rathan-mayes-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=floridast,Florida State,2018,2018,-0.4,43,44,42,30,41,62
44,Derrick Walton (college),https://www.basketball-reference.com/players/w/waltode01.html,Derrick Walton,https://www.sports-reference.com/cbb/players/derrick-walton-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=michigan,Michigan,2018,2020,1.0,51,30,43,37,39,67
45,Christian Wood (college),https://www.basketball-reference.com/players/w/woodch01.html,Christian Wood,https://www.sports-reference.com/cbb/players/christian-wood-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unlv,UNLV,2016,2020,6.4,39,71,35,40,40,44
46,Roddy Peters (college),https://www.sports-reference.com/cbb/players/roddy-peters-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sflorida,South Florida,,,,58,52,44,48,50,20
47,Moses Kingsley (college),https://www.sports-reference.com/cbb/players/moses-kingsley-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arkansas,Arkansas,,,,48,43,40,63,60,30
48,Brandon Austin (college),https://www.basketball-reference.com/players/a/austibr02.html,Brandon Austin,https://www.sports-reference.com/cbb/players/brandon-austin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=samford,Samford University,,,,50,56,39,45,48,47
49,Zach LaVine (college),https://www.basketball-reference.com/players/l/lavinza01.html,Zach LaVine,https://www.sports-reference.com/cbb/players/zach-lavine-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2015,2020,12.0,49,50,27,44,45,81
50,Anton Gill (college),https://www.sports-reference.com/cbb/players/anton-gill-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,47,48,48,50,57,56
51,Troy Williams (college),https://www.basketball-reference.com/players/w/willitr02.html,Troy Williams,https://www.sports-reference.com/cbb/players/troy-williams-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=indiana,Indiana,2017,2019,1.3,52,54,67,47,51,36
52,Matt Thomas (college),https://www.basketball-reference.com/players/t/thomama02.html,Matt Thomas,https://www.sports-reference.com/cbb/players/matt-thomas-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=iowast,Iowa State,2020,2020,1.2,46,51,58,54,49,69
